user_id,sentiment_analysis,posted,item_id,recommend
tarjla,1,2013,105600,True
tarjla,1,2014,730,True
deathnz1,1,2014,276340,True
76561198104393251,1,2015,304930,True
redsncrimson,1,2014,274920,True
redsncrimson,1,2013,211820,True
redsncrimson,1,2013,49520,True
redsncrimson,1,2013,223510,True
redsncrimson,1,2012,440,True
H1DD3NT3RR0R,1,2014,240,True
H1DD3NT3RR0R,1,2014,105600,True
H1DD3NT3RR0R,1,2013,204300,True
H1DD3NT3RR0R,1,2014,730,True
H1DD3NT3RR0R,1,2015,440,False
H1DD3NT3RR0R,1,2014,570,True
76561198071214618,1,2015,268750,True
76561198115115631,2,2015,570,True
76561198071175142,2,2015,570,True
76561198071175142,2,2015,271590,True
t8s,1,2015,360870,True
t8s,1,2015,730,True
pikawuu2,1,2013,12900,True
Sammeh00,1,2014,301520,True
Michaelele,0,2014,6060,True
Michaelele,0,2014,730,True
Michaelele,0,2014,107410,True
Michaelele,0,2014,304930,True
76561198045754869,0,2015,335670,True
76561198076098774,2,2015,215080,True
76561198103253374,1,2014,570,True
76561198048417105,1,2015,271590,True
76561198048417105,1,2015,730,True
76561198090842891,1,2015,8190,True
76561198055767971,1,2015,247730,False
76561197998052647,1,2014,233630,True
76561198145436942,1,2014,221100,True
jjas01,1,2014,208812,False
jjas01,1,2015,218620,False
jjas01,1,2013,243120,True
jjas01,1,2015,234140,True
jjas01,1,2014,204450,True
jjas01,1,2014,225260,True
jjas01,1,2013,50300,True
jjas01,1,2014,201810,True
3xotic26,1,2014,500,True
3xotic26,1,2014,440,True
3xotic26,1,2014,49520,True
3xotic26,1,2013,550,True
iamthetrashlord,1,2015,206420,True
iamthetrashlord,1,2014,213670,True
3dster,2,2015,550,True
76561198079990063,2,2014,231040,True
Forty-Nine,1,2014,221100,True
76561198051017916,1,2015,351040,True
76561198051017916,1,2014,250600,True
L4M1NAS,1,2015,221100,True
76561197995322437,1,2015,264710,True
imsojipper,1,2014,218620,True
76561198084542731,1,2015,206420,True
76561198084542731,1,2014,47790,True
76561198103671881,1,2015,570,True
mrpfresh,0,2015,346110,True
GamerFag,2,2012,440,True
GamerFag,2,2011,70,True
GamerFag,2,2011,420,True
GamerFag,2,2011,380,True
GamerFag,2,2011,220,True
GamerFag,2,2010,1250,True
EHS-R3AP3R,1,2015,339230,False
EHS-R3AP3R,1,2015,349700,True
EHS-R3AP3R,1,2013,226700,True
EHS-R3AP3R,1,2013,209160,True
chidori_647,1,2013,219990,True
chidori_647,1,2014,213670,True
chidori_647,1,2013,21100,False
chidori_647,1,2013,8190,True
chidori_647,1,2013,215470,False
76561198092227136,2,2014,730,True
76561198092227136,2,2014,1250,True
hellcat59,1,2014,4000,True
76561198007584361,1,2015,401650,True
tbimperator,2,2012,35450,True
Allahu_Akbar666,2,2015,230410,True
Allahu_Akbar666,2,2014,304930,False
ulramite,1,2014,290020,True
ulramite,1,2014,248860,True
-GM-Dragon,0,2014,226700,False
-GM-Dragon,0,2015,244850,True
76561198054040292,1,2015,298260,True
76561198078799606,0,2015,370240,False
76561198078799606,0,2015,730,True
76561198078799606,0,2014,233450,True
I_DID_911_JUST_SAYING,2,2013,221260,True
diabeticfuck,0,2015,218620,True
diabeticfuck,0,2015,419070,True
diabeticfuck,0,2015,333930,False
diabeticfuck,0,2015,287700,True
76561198054465623,1,2015,302830,False
76561198054465623,1,2014,24240,True
76561198054465623,1,2015,39800,True
76561198054465623,1,2014,250600,True
76561198054465623,1,2015,105600,True
76561198054465623,1,2014,113020,True
aaropro,1,2014,440,True
abiam,1,2014,238960,True
FrankoWalker,1,2015,310370,True
FrankoWalker,1,2014,260410,True
FrankoWalker,1,2014,236390,True
LightfootSword7,1,2015,221100,False
SALTTHEW0UND,1,2015,248820,True
SALTTHEW0UND,1,2014,730,True
SALTTHEW0UND,1,2014,550,True
SALTTHEW0UND,1,2014,204030,True
SALTTHEW0UND,1,2013,440,True
SALTTHEW0UND,1,2015,383080,True
express157,1,2014,304930,True
76561198074644990,1,2015,242760,True
76561198074644990,1,2015,207230,True
76561198074644990,1,2013,9180,False
76561198064304806,0,2015,730,True
TomoeMamiewe,1,2014,10150,True
76561198057086148,1,2015,214950,True
Acidius99,2,2014,218620,True
Acidius99,2,2014,220240,True
Acidius99,2,2015,271290,False
acorn13,1,2014,313740,True
acorn13,1,2012,34330,True
acorn13,1,2015,271590,True
AddzyTheBaddzy,2,2015,291550,True
AddzyTheBaddzy,2,2013,259080,True
mrfunkyjunkie,1,2014,233250,True
mrfunkyjunkie,1,2014,256350,True
mrfunkyjunkie,1,2015,249380,True
76561198167207237,1,2015,391540,True
76561198167207237,1,2015,265930,True
76561198167207237,1,2015,620,True
cancerkek,1,2015,730,True
76561198073508075,2,2014,10090,True
76561198073508075,2,2014,218680,True
advenger95,1,2015,22370,True
advenger95,1,2015,307690,True
advenger95,1,2015,72850,True
EndAtHallow,1,2015,1250,True
76561198063624801,0,2014,440,True
aeryal,2,2014,440,True
76561198070263209,1,2013,570,True
76561198015968275,1,2015,248610,True
Agiegamma,1,2014,208090,True
76561198082614708,1,2014,250340,True
Agronoth,1,2014,244850,True
Agronoth,1,2015,221640,True
Agronoth,1,2015,104900,True
Agronoth,1,2015,105600,True
Agronoth,1,2015,9450,False
UnholyFallenAngel,2,2014,262410,True
UnholyFallenAngel,2,2015,222940,True
UnholyFallenAngel,2,2014,221040,True
76561198068565589,1,2014,221100,True
76561198068565589,1,2015,286570,True
76561198068565589,1,2014,263440,False
SlutOnTheSpit,2,2014,4000,True
WestyGaming,1,2014,223710,True
NaruseAiria,2,2014,317360,True
NaruseAiria,2,2014,108600,True
NaruseAiria,2,2013,259080,True
NaruseAiria,2,2013,208520,True
76561198067713802,1,2015,239660,True
76561198067713802,1,2015,304930,True
Alex680,2,2014,4000,True
alansiulun,2,2014,295270,True
alansiulun,2,2015,265930,True
Albolah,1,2015,283920,True
Albolah,1,2015,440,True
Albolah,1,2015,294650,True
76561198003056556,1,2014,233720,True
maxpaynepillkiller,0,2015,12120,True
maxpaynepillkiller,0,2015,55230,True
AlexNoClutch,1,2015,227860,False
Alexwai04,1,2015,218620,True
76561198095481910,0,2014,208090,True
AlkalineDeath,1,2015,228280,True
AlkalineDeath,1,2014,240760,True
76561198075935236,1,2015,226700,True
76561198075935236,1,2015,250900,True
mintifreshbadger,1,2015,35450,True
AlpacaRevolution,1,2014,212680,True
AlpacaRevolution,1,2015,346110,False
76561198071952798,1,2013,205100,True
76561198009001563,1,2014,570,True
76561198016753953,2,2014,271290,True
76561198016753953,2,2014,570,True
smegmyfoodle,1,2015,346010,True
smegmyfoodle,1,2015,239250,True
76561198057869849,2,2015,313120,True
76561198058836921,2,2015,211820,True
lol_ursuchanoob,0,2014,218620,True
lol_ursuchanoob,0,2014,12210,True
lol_ursuchanoob,0,2014,220240,True
lol_ursuchanoob,0,2014,17300,True
AMV72,2,2013,206440,True
AMV72,2,2012,209100,False
AMV72,2,2013,209000,True
AMV72,2,2013,218060,True
AMV72,2,2012,24240,True
76561198069170979,1,2015,440,True
76561198132540690,1,2015,730,True
76561198132540690,1,2015,220200,True
711armageddoncarmageddon,1,2015,113020,True
711armageddoncarmageddon,1,2015,105600,True
711armageddoncarmageddon,1,2015,9480,True
Andraison,0,2015,22230,True
76561198055790408,2,2013,203770,True
76561198069560699,1,2013,550,True
76561198069560699,1,2013,259080,True
76561198069560699,1,2013,72850,True
76561198069560699,1,2014,8870,True
76561198099625419,1,2014,230410,True
76561198099625419,1,2014,200260,True
76561198099625419,1,2013,19900,True
76561198099625419,1,2013,241540,True
76561198099625419,1,2013,220,True
76561198084032274,0,2014,227940,False
76561198084032274,0,2014,236390,False
Angrovar,1,2014,17390,True
Angrovar,1,2015,359320,True
AngryAinsley,1,2015,317360,True
AngryAinsley,1,2015,253030,True
AngryAinsley,1,2015,295110,True
AngryAinsley,1,2015,264710,True
uradumbtit,1,2014,274310,True
uradumbtit,1,2014,4000,True
IKillNoobsFirst,2,2015,730,True
76561198037888300,2,2015,344770,True
1234865654,2,2014,22380,True
76561198084123358,2,2015,9900,True
Apachehavoc,1,2014,107410,False
ApexNZ,1,2014,221640,True
ApexNZ,1,2014,202170,True
ApexNZ,1,2014,49520,True
ApexNZ,1,2014,245490,True
ApexNZ,1,2015,313120,True
76561198039441595,1,2014,113020,False
76561198039441595,1,2015,319510,False
76561198039441595,1,2014,20,False
76561198039441595,1,2014,209080,False
76561198039441595,1,2014,223470,False
76561198039441595,1,2015,417860,True
76561198039441595,1,2015,269250,True
76561198039441595,1,2014,313740,False
76561198039441595,1,2014,8190,True
76561198036687918,1,2015,377160,True
benjamin27,1,2015,730,True
benjamin27,1,2014,244850,True
AppoGetsSuperAdmin,1,2015,212500,True
AppoGetsSuperAdmin,1,2015,570,False
AppoGetsSuperAdmin,1,2015,104900,True
76561198049916759,2,2015,219990,True
76561198049916759,2,2015,293260,True
XABLAUziitu,2,2015,214420,False
XABLAUziitu,2,2015,105600,True
XABLAUziitu,2,2013,440,True
XABLAUziitu,2,2013,200210,True
76561198012909706,2,2013,218130,True
dragonchief,1,2014,252490,False
76561198040530605,1,2014,218230,True
76561198040530605,1,2014,104900,True
76561198040530605,1,2014,440,True
76561198040530605,1,2011,240,True
76561197974500703,1,2012,8980,True
76561197974500703,1,2012,31270,True
76561197974500703,1,2012,113200,True
76561197974500703,1,2012,8190,True
76561197974500703,1,2012,43000,True
76561197974500703,1,2011,18700,False
76561197974500703,1,2011,98800,True
76561197974500703,1,2011,107100,True
76561197974500703,1,2010,630,True
76561197974500703,1,2010,57300,True
76561198047185525,2,2014,213670,True
76561198047185525,2,2014,218620,True
76561198047185525,2,2013,226620,True
bilyitu,1,2014,570,True
bilyitu,1,2014,730,True
76561198021244661,1,2014,105600,True
76561198088538797,2,2015,209870,True
deployablearchnagel,1,2014,265630,True
rotflmaoman,1,2015,401920,True
armouredmarshmallow,1,2015,440,True
armouredmarshmallow,1,2015,346900,True
armouredmarshmallow,1,2015,630,True
76561198020928326,1,2014,70,True
Array71,0,2014,8500,False
Array71,0,2014,244850,True
76561198039874575,0,2014,221100,True
arronlim13,2,2015,99900,True
ARTHERDUNGER10,2,2015,250900,True
Mackus1011,2,2013,211820,True
Mackus1011,2,2015,380600,True
Mackus1011,2,2015,22380,True
Mackus1011,2,2014,252490,True
76561198041877981,1,2014,2450,False
76561198041877981,1,2014,241540,True
darkmassieh,1,2015,107410,True
darkmassieh,1,2015,230190,True
darkmassieh,1,2015,391270,True
darkmassieh,1,2015,301520,True
darkmassieh,1,2015,227680,False
asianturtlefrenzy,1,2015,246420,True
asianturtlefrenzy,1,2015,289130,True
asianturtlefrenzy,1,2015,234630,True
asianturtlefrenzy,1,2015,249050,True
asianturtlefrenzy,1,2015,418340,True
asianturtlefrenzy,1,2015,223850,True
asianturtlefrenzy,1,2015,263020,True
asianturtlefrenzy,1,2015,287980,True
asianturtlefrenzy,1,2014,245550,True
blowjobsfurdayzandgayz,1,2015,570,True
blowjobsfurdayzandgayz,1,2015,417860,True
blowjobsfurdayzandgayz,1,2015,96100,False
76561198082992295,1,2014,4000,True
76561198082992295,1,2014,570,True
76561198082992295,1,2014,440,True
LaLocaDeLosDulces,1,2015,80,True
76561198064352761,1,2014,56400,True
assassin_warman,1,2015,72850,True
assassin_warman,1,2015,105600,True
assassin_warman,1,2015,219150,True
assassin_warman,1,2015,218620,True
assassin_warman,1,2015,440,True
Astrelt,1,2015,385770,True
Astrelt,1,2014,252630,True
Astrelt,1,2014,212200,True
Astrelt,1,2014,218680,True
Astrelt,1,2015,230410,True
Astrelt,1,2015,4000,True
Astrelt,1,2015,346900,True
Astrelt,1,2012,440,True
Astrelt,1,2015,387860,True
Astrelt,1,2015,221640,True
Swish0009,1,2014,218620,True
Swish0009,1,2014,203160,True
Swish0009,1,2014,230410,True
Swish0009,1,2014,219640,True
Swish0009,1,2014,213850,True
Aurora99,1,2014,72850,True
Aurora99,1,2014,730,True
Aurora99,1,2015,105600,True
Aurora99,1,2014,550,True
Aurora99,1,2015,369580,True
Aurora99,1,2015,282440,False
Aurora99,1,2014,1250,True
Aurora99,1,2014,440,True
Aurora99,1,2014,8400,True
76561198053071988,0,2015,271590,False
76561198083375450,1,2015,225640,True
76561198083375450,1,2014,113420,True
76561198083375450,1,2014,226700,False
76561198083375450,1,2015,377160,True
76561198083375450,1,2015,421770,False
76561198083375450,1,2015,239220,True
76561198083375450,1,2014,224600,True
76561198078730600,1,2014,440,True
auzmoz,1,2014,243870,True
auzmoz,1,2013,320,True
auzmoz,1,2013,8500,True
auzzie_96,2,2014,289130,True
fatrangacuntnolifevirgin,2,2014,202970,True
76561198064150679,2,2014,20920,True
76561198110293299,2,2014,265930,True
76561198110293299,2,2015,346110,True
76561198110293299,2,2015,304930,True
76561198110293299,2,2015,236390,True
de_triggered,0,2015,268650,True
de_triggered,0,2015,224540,True
de_triggered,0,2015,219640,True
de_triggered,0,2015,233450,True
de_triggered,0,2015,440,True
de_triggered,0,2015,4000,True
de_triggered,0,2015,236390,True
Azrafael,1,2013,215530,True
76561198076301023,1,2014,251570,True
hoarbiscuit,1,2014,55230,True
bohgeraltofrivia,1,2013,259700,True
bohgeraltofrivia,1,2014,261640,True
TeH-B-Rad,1,2014,730,True
TeH-B-Rad,1,2015,440,True
BAW_Killer,1,2014,221100,True
BAW_Killer,1,2015,287700,False
BAW_Killer,1,2015,359550,False
gamerdude7892,1,2015,22380,True
2ez4medick,2,2014,570,True
BBBirb,2,2014,4000,True
AgentXiri,1,2014,570,True
76561197998761331,1,2014,310380,True
76561198096750939,1,2015,4000,True
crispymemesmantheyremyfavourite,2,2015,230410,True
crispymemesmantheyremyfavourite,2,2015,383980,True
crispymemesmantheyremyfavourite,2,2015,304050,True
crispymemesmantheyremyfavourite,2,2014,212680,True
76561198074409406,0,2015,391460,False
H-Alo,1,2015,346010,True
420Blz,2,2013,107410,True
76561198076548816,0,2015,200210,True
76561198076548816,0,2014,226700,True
76561198076548816,0,2014,113020,True
76561198076548816,0,2014,219740,True
chillrend,1,2014,221100,True
chillrend,1,2015,393010,True
chillrend,1,2014,208090,True
chillrend,1,2013,440,True
Gborges,1,2014,440,True
lukeyturley,2,2014,218230,True
76561198095142204,1,2015,570,True
BOB_200,1,2014,8400,True
76561198070735033,1,2015,359290,False
76561198018560501,2,2013,10500,True
76561198069458790,1,2014,265630,True
76561198069458790,1,2014,440,True
76561198051148175,0,2014,218620,True
76561198047208452,2,2013,220240,True
76561198047208452,2,2014,113200,True
generalale,0,2014,239160,True
generalale,0,2014,220240,True
generalale,0,2013,440,True
brendoboy,2,2013,630,True
brendoboy,2,2014,218620,False
brendoboy,2,2014,208090,False
brendoboy,2,2014,230410,True
brendoboy,2,2014,322330,True
brendoboy,2,2014,1250,True
76561198071234254,1,2014,200210,True
76561198071234254,1,2014,238460,True
76561198071234254,1,2013,730,True
76561198071234254,1,2013,105600,True
76561198071234254,1,2013,440,True
76561197988934555,1,2015,295110,True
76561197988934555,1,2015,301520,True
Infixation,1,2015,346560,True
Infixation,1,2015,328220,True
Infixation,1,2013,256410,True
Infixation,1,2015,730,True
Infixation,1,2014,252490,True
Infixation,1,2013,203160,True
Infixation,1,2013,39120,True
76561198047304525,1,2014,239070,True
76561197994969639,2,2011,91310,True
JuanManSnipez,1,2014,730,True
Ben_Andy,1,2014,265770,False
Ben_Andy,1,2013,105600,True
Bennysaputra,1,2015,10,True
76561198067021476,0,2014,730,True
76561198045071942,2,2015,310380,True
Bhappiikhat,2,2014,304930,True
Ahahahahahahahahahahahahahahaha,1,2014,570,False
BITCHPLESE,0,2015,295110,True
BITCHPLESE,0,2015,319630,True
Too_1337,2,2012,220,True
Too_1337,2,2015,4000,True
kinglemon1222,2,2012,48700,True
76561198030636321,0,2015,255710,True
IJustWantedToTalk,1,2015,4000,True
IJustWantedToTalk,1,2015,304930,True
IJustWantedToTalk,1,2015,247730,False
76561198034643189,0,2014,263280,True
LlamasInNigjamas,0,2014,730,True
mavros88,0,2015,369200,False
mavros88,0,2015,288470,True
mavros88,0,2015,209870,True
mavros88,0,2015,216250,True
mavros88,0,2015,50300,True
Hummingsenpai,1,2015,333930,True
CHAAANG,0,2015,10680,True
CHAAANG,0,2015,238320,True
76561198077586769,2,2015,440,True
bitmat,1,2015,300570,True
bitmat,1,2013,201420,True
bitmat,1,2012,220240,True
bitmat,1,2012,211420,True
76561198028483487,2,2013,238260,True
Ghoster09,1,2015,206210,True
